# of rank,Artwork&Artwork,Artist&Artwork,Artist&Artist
89,51.61351351351352,32.372972972972974,5.013513513513513
90,52.193440631642886,32.73671424233222,5.069845126024901
91,52.77336774977225,33.100455511691464,5.126176738536289
92,53.35329486790162,33.46419678105072,5.182508351047677
93,53.93322198603098,33.82793805040996,5.238839963559064
94,54.51314910416035,34.19167931976921,5.2951715760704525
95,55.09307622228971,34.55542058912845,5.35150318858184
96,55.67300334041907,34.9191618584877,5.407834801093228
97,56.25293045854844,35.28290312784695,5.464166413604616
98,56.8328575766778,35.646644397206195,5.5204980261160035
99,57.41278469480717,36.01038566656544,5.576829638627391
100,57.992711812936534,36.374126935924686,5.6331612511387785
101,58.5726389310659,36.73786820528394,5.689492863650167
102,59.152566049195265,37.10160947464318,5.7458244761615545
103,59.732493167324634,37.46535074400243,5.802156088672942
104,60.312420285453996,37.829092013361674,5.85848770118433
105,60.892347403583365,38.192833282720926,5.914819313695718
106,61.47227452171273,38.55657455208017,5.971150926207105
107,62.052201639842096,38.92031582143942,6.027482538718494
108,62.63212875797146,39.28405709079866,6.083814151229881
109,63.21205587610083,39.647798360157914,6.140145763741269
110,63.79198299423019,40.01153962951716,6.196477376252657
111,64.37191011235956,40.375280898876404,6.252808988764045
112,64.95183723048892,40.73902216823565,6.309140601275432
113,65.53176434861828,41.102763437594895,6.36547221378682
114,66.11169146674766,41.46650470695415,6.421803826298208
115,66.69161858487702,41.83024597631339,6.478135438809596
116,67.27154570300638,42.19398724567264,6.534467051320983
117,67.85147282113574,42.55772851503188,6.590798663832372
118,68.43139993926512,42.921469784391135,6.647130276343759
119,69.01132705739448,43.28521105375038,6.703461888855147
120,69.59125417552384,43.648952323109626,6.759793501366535
121,70.1711812936532,44.01269359246887,6.816125113877923
122,70.75110841178258,44.37643486182812,6.87245672638931
123,71.33103552991194,44.74017613118737,6.928788338900698
124,71.9109626480413,45.103917400546614,6.985119951412086
125,72.49088976617067,45.46765866990586,7.041451563923474
126,73.07081688430004,45.83139993926511,7.097783176434861
127,73.6507440024294,46.19514120862436,7.1541147889462495
128,74.23067112055877,46.5588824779836,7.210446401457637
129,74.81059823868813,46.92262374734285,7.266778013969025
130,75.39052535681749,47.28636501670209,7.323109626480413
131,75.97045247494687,47.650106286061344,7.3794412389918005
132,76.55037959307623,48.01384755542059,7.435772851503188
133,77.13030671120559,48.377588824779835,7.492104464014576
134,77.71023382933495,48.74133009413908,7.548436076525964
135,78.29016094746433,49.10507136349833,7.6047676890373515
136,78.87008806559369,49.46881263285758,7.661099301548739
137,79.45001518372305,49.83255390221682,7.717430914060127
138,80.02994230185242,50.19629517157607,7.773762526571515
139,80.60986941998179,50.56003644093532,7.830094139082902
140,81.18979653811115,50.923777710294566,7.886425751594291
141,81.76972365624052,51.28751897965381,7.942757364105678
142,82.34965077436988,51.651260249013056,7.999088976617066
143,82.92957789249925,52.01500151837231,8.055420589128454
