Variable 1,Variable 2,Importance,Group
Artwork_Creative_fields-(Drawing),Artist_Platform_membership_join_year_2013,0.0024236524397866508,Artist & Artwork
Artwork_Creative_fields-(Fashion),Artist_Residency-(Mexico),0.0010693390599801275,Artist & Artwork
Artwork_Creative_fields-(Fashion),Artist_Residency-(New Zealand),0.0010351221881917123,Artist & Artwork
Artwork_Creative_fields-(Fashion),Artist_Residency-(Spain),0.0008261754632073114,Artist & Artwork
Artwork_Creative_fields-(FashionStyling),Artist_Residency-(South Africa),0.0003184335247368194,Artist & Artwork
Artwork_Creative_fields-(FashionStyling),Artist_Platform_membership_join_year_2012,0.0011232800686906787,Artist & Artwork
Artwork_Creative_fields-(FashionStyling),Artist_Platform_membership_join_year_2013,0.00030085219173299336,Artist & Artwork
Artwork_Creative_fields-(FashionStyling),Artist_Residency-(Spain),0.0008223447338445576,Artist & Artwork
Artwork_Creative_fields-(Graffiti),Artist_Residency-(Netherlands),0.0007589363284682603,Artist & Artwork
Artwork_Creative_fields-(Graffiti),Artist_Platform_membership_join_year_2010,0.0003966176874158167,Artist & Artwork
Artwork_Creative_fields-(Graffiti),Artwork_Creative_fields-(Illustration),0.0007913903024766804,Artwork & Artwork
Artwork_Creative_fields-(GraphicDesign),Artist_Residency-(United Kingdom),0.006608851904643873,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Residency-(Germany),0.0023531645894959872,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Residency-(Netherlands),0.0006899504035695966,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Residency-(South Africa),0.0028123363204280187,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Residency-(USA),0.01045084658407855,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Platform_membership_join_year_2008,0.004101950671761536,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Platform_membership_join_year_2009,0.005466213356578764,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Platform_membership_join_year_2013,0.0005733341335143919,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Visual_distance_HSV_Neighboring,0.00839087043404292,Artist & Artwork
Artwork_Creative_fields-(Illustration),Artist_Residency-(New Zealand),0.0002687712001844064,Artist & Artwork
Artwork_Creative_fields-(InteractionDesign),Artist_Residency-(Canada),0.001564388113849468,Artist & Artwork
Artwork_Creative_fields-(InteractionDesign),Artist_Residency-(USA),0.0009711795248086802,Artist & Artwork
Artwork_Creative_fields-(InteriorDesign),Artist_Residency-(Germany),0.000784458459940345,Artist & Artwork
Artwork_Creative_fields-(MotionGraphics),Artist_Residency-(France),0.0011248962538422753,Artist & Artwork
Artwork_Creative_fields-(MotionGraphics),Artist_Platform_membership_join_year_2007,0.0017428699968786792,Artist & Artwork
Artwork_Creative_fields-(MotionGraphics),Artist_Platform_membership_join_year_2011,0.0035744530972519287,Artist & Artwork
Artwork_Creative_fields-(Packaging),Artist_Residency-(Bulgaria),0.00032227911084642906,Artist & Artwork
Artwork_Creative_fields-(Painting),Artist_Residency-(Belgium),0.001728769818597214,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Residency-(Mexico),0.0007561657206672176,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Residency-(Greece),0.0009049188369166468,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Residency-(Malaysia),0.0005802820628892965,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Residency-(Russian Federation),0.002493817197867103,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Residency-(USA),0.0031588350741637737,Artist & Artwork
Artwork_Creative_fields-(Photography),Artist_Topic_diversity,0.005087456860994325,Artist & Artwork
Artwork_Creative_fields-(StreetArt),Artist_Platform_membership_join_year_2010,0.0012072205994730063,Artist & Artwork
Artwork_Creative_fields-(Typography),Artist_Visual_simillarity_latent_PCA_embeddings_Neighboring,0.004192919707178346,Artist & Artwork
Artwork_Creative_fields-(Typography),Artist_Residency-(United Kingdom),0.00311303861205212,Artist & Artwork
Artwork_Creative_fields-(Typography),Artist_Topic_diversity,0.001430168205241345,Artist & Artwork
Artwork_Creative_fields-(Typography),Artist_Residency-(Finland),0.0006293985825845167,Artist & Artwork
Artwork_Creative_fields-(UI/UX),Artist_Residency-(USA),0.0012499313845522725,Artist & Artwork
Artwork_Image_sample_count,Artwork_Contributor_count,0.009112066667403957,Artwork & Artwork
Artwork_Image_sample_count,Artwork_Visual_Features_latent_PCA_embeddings_dim-106,0.00808219387331222,Artwork & Artwork
Artwork_Image_sample_count,Artwork_Creative_fields-(Animation),0.005251905913063034,Artwork & Artwork
Artwork_Image_sample_count,Artwork_Creative_fields-(ArtDirection),0.006482605073965444,Artwork & Artwork
Artwork_Image_sample_count,Artwork_Creative_fields-(Branding),0.005563925863859727,Artwork & Artwork
Artwork_Image_sample_count,Artwork_Creative_fields-(Illustration),0.0030686760165573243,Artwork & Artwork
